school,conf,wl,srs,sos,pts_for,pts_vs,ap_final,ncaa_result
air-force,MWC,0.774,10.2,2.49,64.2,54.7,30,Lost First Round
air-force,MWC,0.759,9.12,0.08,59.9,50.9,30,Lost First Round
akron,MAC,0.788,8.11,0.18,71.8,62.8,30,Lost Second Round
akron,MAC,0.639,2.15,-1.02,70.1,65.7,30,Lost Second Round
akron,MAC,0.639,3.37,-2.01,66.8,60.3,30,Lost First Round
alabama,SEC,0.636,13.76,7.18,64.7,58.1,30,Lost Second Round
alabama,SEC,0.581,10.79,8.08,70.3,67.5,30,Lost Second Round
alabama,SEC,0.75,16.74,6.81,75.8,65.1,21,Lost First Round
alabama,SEC,0.606,14.29,10.2,72.1,68,30,Lost Regional Final
alabama,SEC,0.586,13.36,9.4,69,65.1,30,Lost First Round
alabama,SEC,0.771,16.93,7.67,75.9,66.7,8,Lost Second Round
alabama-state,SWAC,0.486,-13.37,-10.31,61.3,63.8,30,Lost First Round
alabama-state,SWAC,0.688,-6.13,-11.2,68.8,63.3,30,Lost First Round
alabama-state,SWAC,0.516,-11.1,-10.78,61.4,61.7,30,Lost First Round
alabama-state,SWAC,0.71,-8.86,-13.61,68.9,63.9,30,Lost First Round
alabama-birmingham,CUSA,0.556,1.94,1.62,68.8,68.1,30,Lost Regional Semifinal
alabama-birmingham,CUSA,0.71,8.55,2.78,68.4,62.6,30,Lost First Round
alabama-birmingham,CUSA,0.774,9.64,1.57,74.4,65.6,25,Lost First Round
alabama-birmingham,CUSA,0.667,10.42,4.78,77.5,71.8,30,Lost Second Round
alabama-birmingham,CUSA,0.688,11.76,5.63,75.4,69.3,30,Lost Regional Semifinal
alabama-birmingham,CUSA,0.625,8.87,5.4,74,70.5,30,Lost First Round
alcorn-state,SWAC,0.677,-11.28,-14.18,79.8,76.6,30,Lost First Round
alcorn-state,SWAC,0.767,-2.88,-10.48,75.8,66.9,30,Lost First Round
american,Patriot,0.606,0.69,-3.25,63.1,59.1,30,Lost Second Round
american,Patriot,0.75,-0.05,-5.49,64.5,59.1,30,Lost First Round
american,Patriot,0.636,-1.87,-4,64.8,62.1,30,Lost First Round
appalachian-state,Southern,0.719,2.49,-3.75,79.1,69.6,30,Lost First Round
arizona-state,Pac-12,0.636,13.32,7.41,75.3,69.4,30,Lost Second Round
arizona-state,Pac-10,0.714,16.7,7.82,69.4,60.5,19,Lost Second Round
arizona-state,Pac-10,0.625,15.01,9.27,77,70.5,30,Lost Second Round
arizona,Pac-12,0.735,18.79,7.23,80.4,68.9,17,Lost First Round
arizona,Pac-12,0.895,24.33,7.41,76.6,59.7,5,Lost Regional Final
arizona,Pac-12,0.868,23.36,9.04,72.9,58.6,4,Lost Regional Final
arizona,Pac-12,0.771,17.3,7.47,73.4,63.6,21,Lost Regional Semifinal
arizona,Pac-10,0.789,16.54,7.99,76.4,67.9,17,Lost Regional Final
arizona,Pac-10,0.6,11.88,8.8,72.3,69.2,30,Lost Regional Semifinal
arizona,Pac-10,0.559,14.55,10.22,71.9,66.9,30,Lost First Round
arizona,Pac-10,0.645,16.24,10.76,78,72.5,30,Lost First Round
arizona,Pac-10,0.606,15.12,10.09,73.7,68.7,30,Lost Second Round
arizona,Pac-10,0.811,18,8.03,79.7,69.7,9,Lost Regional Final
arizona,Pac-10,0.667,15.3,6.63,87.1,78.5,22,Lost First Round
arizona,Pac-10,0.875,23.42,8.95,85.2,70.7,2,Lost Regional Final
arizona,Pac-10,0.706,16.93,12.49,82.1,77.7,7,Lost Regional Semifinal
arizona,Pac-10,0.778,26.84,12.56,81.3,66.3,5,Lost National Final
arizona,Pac-10,0.794,18.97,9.7,76.4,67.2,4,Lost Second Round
arizona,Pac-10,0.759,15.28,8.31,82.2,75.2,12,Lost First Round
arizona,Pac-10,0.857,24.58,8.38,90.8,74.6,4,Lost Regional Final
arizona,Pac-10,0.735,21.6,10.98,83.9,73.3,15,Won National Final
arizona,Pac-10,0.788,18.14,8.42,81.6,71.9,11,Lost Regional Semifinal
arkansas,SEC,0.75,14.07,6.79,77.4,70.1,21,Lost Regional Semifinal
arkansas,SEC,0.657,12.48,6.73,74.1,68.3,30,Lost Second Round
arkansas,SEC,0.6,13.77,8.75,71.1,66,30,Lost First Round
arkansas,SEC,0.688,15.01,6.17,73.7,64.9,30,Lost First Round
arkansas,SEC,0.645,16.61,6.16,79.9,69.4,30,Lost First Round
arkansas,SEC,0.559,12.37,7.76,74.4,69.8,30,Lost First Round
arkansas,SEC,0.676,12.83,6.01,78.7,71.9,17,Lost Second Round
arkansas,SEC,0.727,16.16,5.78,82.3,72.4,17,Lost Second Round
arkansas,SEC,0.606,11.67,8.09,77.6,74,30,Lost Regional Semifinal
arkansas-state,Sun Belt,0.6,3.31,-0.72,73.5,68.7,30,Lost First Round
arkansas-little-rock,Sun Belt,0.857,7.12,-1.76,71.1,60.8,30,Lost Second Round
arkansas-little-rock,Sun Belt,0.528,-4.32,-2.97,68.3,67.4,30,Lost First Round
auburn,SEC,0.647,12.68,8.34,70.8,65.7,30,Lost Regional Semifinal
auburn,SEC,0.706,13.59,8.2,71.3,64.4,24,Lost Second Round
auburn,SEC,0.879,24.54,4.93,81.2,61.6,4,Lost Regional Semifinal
austin-peay,OVC,0.5,-6.04,-2.98,76.1,76.8,30,Lost First Round
austin-peay,OVC,0.686,-2.21,-5.24,74,70.8,30,Lost First Round
austin-peay,OVC,0.742,-0.84,-1.98,71.1,67.8,30,Lost First Round
austin-peay,OVC,0.633,-0.41,-4.2,79.2,74.1,30,Lost First Round
ball-state,MAC,0.71,7.84,3.17,74.2,69,30,Lost First Round
baylor,Big 12,0.647,16.13,9.76,77.1,69.6,21,Lost First Round
baylor,Big 12,0.706,17.85,9.33,69.1,60.2,16,Lost Second Round
baylor,Big 12,0.684,15.8,10.11,74.8,67.8,23,Lost Regional Semifinal
baylor,Big 12,0.789,16.54,8.03,74.7,65.3,9,Lost Regional Final
baylor,Big 12,0.778,17.97,8.03,77,65.6,19,Lost Regional Final
baylor,Big 12,0.656,11.46,5.75,81.3,74.9,30,Lost First Round
boise-state,MWC,0.735,10.01,1.38,70.3,60.1,30,Lost First Round
boise-state,MWC,0.656,9.44,5.27,73.2,65.5,30,Lost First Round
boise-state,WAC,0.735,1.6,-2.07,81.4,75.5,30,Lost First Round
boston-college,ACC,0.647,10.36,7.23,74.4,70.5,30,Lost First Round
boston-college,ACC,0.636,13.76,9.21,74.3,69.8,30,Lost Second Round
boston-college,ACC,0.778,13.79,6.1,74.2,66.2,7,Lost Regional Semifinal
boston-college,Big East,0.833,14.38,6.41,72.5,64.5,14,Lost Second Round
boston-college,Big East,0.706,11.99,7.17,68,63.2,25,Lost Second Round
boston-college,Big East,0.625,8.95,5.91,73.6,70.5,30,Lost First Round
boston-college,Big East,0.844,17.99,5.18,79.6,66.5,7,Lost Second Round
boston-college,Big East,0.71,11.94,6.71,74.4,69.1,23,Lost Second Round
boston-college,Big East,0.633,16.93,9.23,78.2,70.5,30,Lost Second Round
boston-university,AEC,0.6,-2.48,-3.85,64.9,63.5,30,Lost Second Round
boston-university,AEC,0.688,-4.68,-7.81,67.1,64,30,Lost First Round
boston-university,AEC,0.833,2.53,-2.84,67.3,62,30,Lost First Round
bradley,MVC,0.667,11.78,5.38,71.5,65.1,30,Lost Regional Semifinal
bradley,MVC,0.733,9.71,3.55,71.2,65,30,Lost First Round
brigham-young,WCC,0.714,13.53,5.02,83.7,73.2,30,Lost First Round
brigham-young,WCC,0.657,11.63,5.72,83.7,77.3,30,Lost Second Round
brigham-young,WCC,0.743,11.25,1.55,77.9,67.4,30,Lost Second Round
brigham-young,MWC,0.865,18.65,5.76,81.4,67.9,10,Lost Regional Semifinal
brigham-young,MWC,0.833,18.82,3,83.1,66.4,17,Lost Second Round
brigham-young,MWC,0.758,15.12,4.15,77.1,65.2,30,Lost First Round
brigham-young,MWC,0.771,11.82,1.33,73.7,63.2,30,Lost First Round
brigham-young,MWC,0.735,11.38,3.95,78.1,69,24,Lost First Round
brigham-young,MWC,0.7,12.7,6.31,73.3,65.5,30,Lost First Round
brigham-young,MWC,0.719,13.63,5.29,71.8,63.5,30,Lost First Round
brigham-young,MWC,0.727,10.94,3.47,70.4,62.7,30,Lost First Round
bucknell,Patriot,0.824,6.95,-1.96,67,57.8,30,Lost Second Round
bucknell,Patriot,0.735,2.39,-3.87,70.2,63.9,30,Lost Second Round
bucknell,Patriot,0.844,7.29,-2.29,66.1,55.8,30,Lost Second Round
bucknell,Patriot,0.697,2.12,-2.19,63.5,59,30,Lost Second Round
buffalo,MAC,0.571,1.34,0.9,77.4,75.3,30,Lost First Round
buffalo,MAC,0.697,7.93,1.6,74.6,68.3,30,Lost Second Round
butler,Big East,0.667,16.46,7.55,79.9,71,30,Lost Second Round
butler,Big East,0.676,16.64,8.62,69,61,24,Lost Regional Semifinal
butler,A-10,0.75,10.99,6.08,69.3,63.9,30,Lost Regional Semifinal
butler,Horizon,0.737,11.53,5.02,71.2,64.1,30,Lost National Final
butler,Horizon,0.868,14.37,5.08,68.7,59.4,11,Lost National Final
butler,Horizon,0.813,10.07,2.07,67.8,57.9,22,Lost First Round
butler,Horizon,0.882,13,2.64,68.8,58.4,11,Lost Second Round
butler,Horizon,0.806,14.34,3.94,67.6,57.1,21,Lost Regional Semifinal
butler,Horizon,0.818,9.11,2.23,67.5,60.2,30,Lost Regional Semifinal
butler,MW Coll,0.75,12.55,3.98,69.6,60.8,30,Lost Second Round
butler,MW Coll,0.742,12.23,0.01,68,55.7,30,Lost First Round
butler,MW Coll,0.667,4.86,2.76,67.5,62.2,30,Lost First Round
butler,MW Coll,0.697,7.62,-0.16,69.7,60.7,30,Lost First Round
cal-poly,Big West,0.412,-1.34,1.69,63,63.6,30,Lost Second Round
cal-state-fullerton,Big West,0.727,5.64,-3.06,81.8,72.7,30,Lost First Round
cal-state-northridge,Big West,0.548,2.65,-0.14,73.6,70.3,30,Lost First Round
cal-state-northridge,Big Sky,0.688,5.94,0.24,82.8,75.3,30,Lost First Round
canisius,MAAC,0.633,1.13,-1.6,65.8,63,30,Lost First Round
central-connecticut-state,NEC,0.647,-3.63,-6.48,68.9,66.1,30,Lost First Round
central-connecticut-state,NEC,0.844,-1.1,-9.29,71.3,63.1,30,Lost First Round
central-connecticut-state,NEC,0.806,0.42,-9.55,73.6,63.6,30,Lost First Round
central-florida,A-Sun,0.727,-4.91,-7.78,69.8,65.2,30,Lost First Round
central-florida,A-Sun,0.806,1.86,-5.87,70.4,61.8,30,Lost First Round
central-florida,A-Sun,0.367,-10,-3.83,74.8,79.8,30,Lost First Round
central-michigan,MAC,0.781,6.85,1.79,79.8,73.3,30,Lost Second Round
charleston-southern,Big South,0.567,-6.93,-6.58,71.7,70.1,30,Lost First Round
charlotte,CUSA,0.724,9.63,3.97,77.8,72.2,30,Lost First Round
charlotte,CUSA,0.7,12.24,4.7,79.1,71.6,30,Lost First Round
charlotte,CUSA,0.6,13.61,8.68,73.5,68.6,30,Lost First Round
charlotte,CUSA,0.667,14.24,7.91,78.3,71.9,30,Lost Second Round
charlotte,CUSA,0.676,10.54,7.13,68.7,65.3,24,Lost Second Round
charlotte,CUSA,0.645,12.21,6.73,73.6,68.2,30,Lost Second Round
charlotte,CUSA,0.71,10.77,5.18,71.5,65.9,30,Lost Second Round
chattanooga,Southern,0.829,3.24,-3.46,75.8,67.5,30,Lost First Round
chattanooga,Southern,0.514,-6.25,-3.13,75.9,76.8,30,Lost First Round
chattanooga,Southern,0.645,-1.37,-3.59,72.7,65.6,30,Lost First Round
chattanooga,Southern,0.686,2.6,-5.21,76.6,65.2,30,Lost Regional Semifinal
cincinnati,AAC,0.667,15.19,5.25,73.3,63.3,30,Lost First Round
cincinnati,AAC,0.676,10.72,4.4,62.1,55.8,30,Lost Regional Semifinal
cincinnati,AAC,0.794,15.26,5.28,68.4,58.4,15,Lost Second Round
cincinnati,Big East,0.647,14.46,6.93,66.5,59,30,Lost Second Round
cincinnati,Big East,0.703,12.93,6.28,68.2,61.5,30,Lost Regional Semifinal
cincinnati,Big East,0.743,15.41,6.1,68.9,59.6,30,Lost Regional Semifinal
cincinnati,CUSA,0.758,17.64,6.74,75.9,64.5,23,Lost Second Round
cincinnati,CUSA,0.781,18.75,6.28,76.7,64.3,11,Lost Second Round
cincinnati,CUSA,0.586,12.9,7.45,67.4,61.9,30,Lost First Round
cincinnati,CUSA,0.886,24.38,6.58,78.2,60.4,5,Lost Second Round
cincinnati,CUSA,0.714,16.19,7.84,73.9,65.5,30,Lost Regional Semifinal
cincinnati,CUSA,0.879,24.62,8.5,77.6,61.5,7,Lost Second Round
cincinnati,CUSA,0.818,19.95,7.7,73.9,61.2,11,Lost Second Round
cincinnati,CUSA,0.818,17.85,4.98,76.1,63.2,9,Lost Second Round
cincinnati,CUSA,0.765,20.64,5.44,80.7,65.5,10,Lost Second Round
cincinnati,CUSA,0.848,22.11,7.69,79.6,65.2,7,Lost Regional Final
clemson,ACC,0.647,13.76,6.58,68.5,61.4,30,Lost Second Round
clemson,ACC,0.656,15.71,7.9,73.4,64.5,30,Lost First Round
clemson,ACC,0.719,15.56,6.59,78.3,68,24,Lost First Round
clemson,ACC,0.706,18.05,9.08,79.2,69.8,22,Lost First Round
clemson,ACC,0.563,17.18,10.34,72.2,65.3,30,Lost First Round
clemson,ACC,0.697,17.41,10.72,68.2,61.5,14,Lost Regional Semifinal
clemson,ACC,0.621,13.18,8.18,68,63,30,Lost First Round
cleveland-state,Horizon,0.703,6.97,2.12,66.4,59.5,30,Lost Second Round
coastal-carolina,Big South,0.706,-1.02,-6.18,71.7,62.4,30,Lost Second Round
coastal-carolina,Big South,0.618,-5.21,-6.31,72.3,68.4,30,Lost Second Round
colgate,Patriot,0.5,-4.68,-3.65,72.1,73.2,30,Lost First Round
college-of-charleston,Southern,0.903,6.02,-6.59,72.8,59.2,16,Lost First Round
college-of-charleston,A-Sun,0.8,4.44,-9.02,70.1,55.4,30,Lost First Round
college-of-charleston,A-Sun,0.906,5.85,-6.85,78.3,65.9,16,Lost Second Round
colorado,Pac-12,0.647,12.04,7.64,75.8,70.8,30,Lost First Round
colorado,Pac-12,0.657,10.8,8.8,70.2,68.2,30,Lost Second Round
colorado,Pac-12,0.636,11.95,7.95,67.6,63.6,30,Lost Second Round
colorado,Pac-12,0.667,7.91,5.73,67.5,63,30,Lost Regional Semifinal
colorado,Big 12,0.625,12.82,8.01,75.2,70.3,30,Lost First Round
colorado,Big 12,0.688,9.74,6.24,73.1,69.6,24,Lost Second Round
colorado-state,MWC,0.743,13.65,5.89,72.9,63.7,30,Lost Regional Semifinal
colorado-state,MWC,0.625,6.58,5.23,70.1,68,30,Lost Second Round
colorado-state,MWC,0.576,5.38,4.41,74.2,71.6,30,Lost First Round
connecticut,AAC,0.694,15.89,6.28,73.1,63.5,30,Lost Second Round
connecticut,AAC,0.8,17.23,8.63,71.8,63.2,18,Won National Final
connecticut,Big East,0.588,12.27,8.07,68.7,64.5,30,Lost Second Round
connecticut,Big East,0.78,17.95,10.44,72.4,64.9,9,Won National Final
connecticut,Big East,0.861,22.17,8.57,78.3,64.3,5,Lost National Semifinal
connecticut,Big East,0.727,15.54,6.76,77.5,68.7,16,Lost First Round
connecticut,Big East,0.882,21.22,6.57,81.8,67.1,2,Lost Regional Final
connecticut,Big East,0.742,18.82,7.62,78,66.8,13,Lost Second Round
connecticut,Big East,0.846,22.64,7.77,78.8,63.9,7,Won National Final
connecticut,Big East,0.697,15.84,7.63,79.5,71.2,23,Lost Regional Semifinal
connecticut,Big East,0.794,16.02,7.43,77.8,69.2,10,Lost Regional Final
connecticut,Big East,0.714,16.93,7.58,74.6,65.3,20,Lost Second Round
connecticut,Big East,0.944,24.74,8.8,77.3,61.3,3,Won National Final
connecticut,Big East,0.865,20.68,7.89,76.6,63.9,6,Lost Regional Final
connecticut,Big East,0.914,26.05,8.19,82.6,64.7,3,Lost Regional Semifinal
coppin-state,MEAC,0.432,-14.51,-6.2,59.8,66,30,Lost First Round
coppin-state,MEAC,0.71,-1.22,-7.8,79.1,72.5,30,Lost Second Round
cornell,Ivy,0.853,8.76,-0.91,76.4,64.5,30,Lost Regional Semifinal
cornell,Ivy,0.677,2.71,-4.01,73.6,64.7,30,Lost First Round
cornell,Ivy,0.786,0.76,-4.74,76.3,68.5,30,Lost First Round
creighton,Big East,0.771,18.03,7.17,78.7,67.9,16,Lost Regional Semifinal
creighton,MVC,0.778,16.44,5.16,74.4,63.2,22,Lost Regional Semifinal
creighton,MVC,0.829,12.92,3.41,79.2,69.7,19,Lost Regional Semifinal
creighton,MVC,0.667,12.57,6.24,67.3,60.9,30,Lost First Round
creighton,MVC,0.676,10.14,3.84,71.2,64.9,30,Lost First Round
creighton,MVC,0.853,15.33,1.03,79.1,64.8,15,Lost First Round
creighton,MVC,0.719,8.38,1.38,75.7,68.7,30,Lost Second Round
creighton,MVC,0.75,12.4,3,72.7,63.3,30,Lost First Round
creighton,MVC,0.697,8.28,1.64,73,66.4,30,Lost First Round
creighton,MVC,0.71,12.24,4.86,76,68.6,30,Lost Second Round
davidson,A-10,0.75,11.97,3.19,79,69.4,30,Lost Second Round
davidson,Southern,0.765,7.27,-3.45,73.2,62.1,30,Lost Second Round
davidson,Southern,0.758,7.26,-1.68,77.9,67.8,30,Lost Second Round
davidson,Southern,0.806,13.93,1.66,77.9,63.2,23,Lost Regional Final
davidson,Southern,0.853,8.31,-2.26,81.3,68.7,30,Lost First Round
davidson,Southern,0.645,1.89,-3.04,77.5,68.9,30,Lost First Round
davidson,Southern,0.677,0.6,0.71,70.7,66,30,Lost First Round
davidson,Southern,0.667,-0.71,-3.74,71.3,66.2,30,Lost First Round
dayton,A-10,0.758,11.34,4.76,72.5,65.9,30,Lost First Round
dayton,A-10,0.75,10.98,4.06,67.8,60.8,30,Lost Regional Semifinal
dayton,A-10,0.703,10.55,5.34,72.2,67,30,Lost Regional Final
dayton,A-10,0.771,7.16,1.76,66.8,61.4,30,Lost Second Round
dayton,A-10,0.727,7.11,3.57,68,64.5,30,Lost First Round
dayton,A-10,0.8,11,5.17,72.7,66.9,16,Lost First Round
dayton,A-10,0.71,9.95,3.46,71.4,64.9,30,Lost First Round
delaware,CAA,0.714,2.73,-1.1,79.5,75.7,30,Lost Second Round
delaware,AEC,0.806,1.64,-7.88,77.2,67.7,30,Lost First Round
delaware,AEC,0.667,-1.92,-3.42,73,70.4,30,Lost First Round
delaware-state,MEAC,0.576,-6.68,-6.89,61.9,61.7,30,Lost First Round
depaul,CUSA,0.688,9.06,6.38,70.5,67.8,30,Lost Second Round
depaul,CUSA,0.636,14.67,7.83,72.3,64.3,30,Lost First Round
detroit-mercy,Horizon,0.611,2.4,-0.01,72.1,67.6,30,Lost Second Round
detroit-mercy,MW Coll,0.806,8.12,-0.14,63.4,55.3,30,Lost Second Round
detroit-mercy,MW Coll,0.806,9.86,0.48,74.6,63.1,30,Lost Second Round
drake,MVC,0.848,14.08,4.15,73.9,62.1,14,Lost First Round
drexel,NAC,0.871,10.97,-5.06,82.6,66.3,30,Lost Second Round
duke,ACC,0.694,19.23,10.59,81.1,72.5,19,Lost Regional Semifinal
duke,ACC,0.897,24.97,9.87,79.3,64.2,4,Won National Final
duke,ACC,0.743,19.51,8.48,78.4,67.4,8,Lost Second Round
duke,ACC,0.833,21.43,9.54,77.2,65.3,6,Lost Regional Final
duke,ACC,0.794,17.05,8.4,77.3,68.6,8,Lost Second Round
duke,ACC,0.865,24.51,8.32,80.9,64.7,3,Lost Regional Semifinal
duke,ACC,0.875,25.21,9.21,77,61,3,Won National Final
duke,ACC,0.811,20.1,9.07,77.5,65.9,6,Lost Regional Semifinal
duke,ACC,0.824,21.52,9.28,83.2,69.4,9,Lost Second Round
duke,ACC,0.667,18.85,10.49,70.4,62,30,Lost First Round
duke,ACC,0.889,21.77,8.77,81.1,68.1,1,Lost Regional Semifinal
duke,ACC,0.818,23.01,10.04,78.2,65.2,3,Lost Regional Semifinal
duke,ACC,0.838,25.67,10.86,79.8,65,6,Lost National Semifinal
duke,ACC,0.788,19.86,8.38,81.1,69.6,7,Lost Regional Semifinal
duke,ACC,0.886,28.91,9.16,88.9,69.2,1,Lost Regional Semifinal
duke,ACC,0.897,32.18,11.98,90.7,70.5,1,Won National Final
duke,ACC,0.853,25.55,8.88,88,71.3,1,Lost Regional Semifinal
duke,ACC,0.949,34.8,10.14,91.8,67.2,1,Lost National Final
duke,ACC,0.889,29.56,9.33,85.6,64.1,3,Lost Regional Final
duke,ACC,0.727,22.72,9.27,79.7,66.2,8,Lost Second Round
duke,ACC,0.581,16.06,10.48,75.4,69.8,30,Lost First Round
east-tennessee-state,A-Sun,0.571,-0.83,-1.47,69.3,67.5,30,Lost First Round
east-tennessee-state,A-Sun,0.676,3.21,-1.87,78.1,70.1,30,Lost First Round
east-tennessee-state,Southern,0.818,4.19,-3.15,79.3,69.4,30,Lost First Round
east-tennessee-state,Southern,0.645,-0.9,-2.94,82,75.2,30,Lost First Round
eastern-illinois,OVC,0.677,0.99,-2.46,82.7,78.7,30,Lost First Round
eastern-kentucky,OVC,0.706,0.6,-4.34,78.7,70.9,30,Lost Second Round
eastern-kentucky,OVC,0.636,-4.19,-5.28,65.2,63.3,30,Lost First Round
eastern-kentucky,OVC,0.71,-2.68,-5.18,72.8,67,30,Lost First Round
eastern-michigan,MAC,0.667,6.7,2.67,79.8,75.5,30,Lost First Round
