school,conf,wl,srs,sos,pts_for,pts_vs,ap_final,ncaa_result
tennessee,SEC,0.757,16.05,7.75,73.5,65.2,15,Lost Regional Final
tennessee,SEC,0.618,13.6,7.71,78.4,72.5,30,Lost First Round
tennessee,SEC,0.861,18.41,7.84,81.8,70,5,Lost Regional Semifinal
tennessee,SEC,0.686,14.97,9.15,80.9,75.1,25,Lost Regional Semifinal
tennessee,SEC,0.733,14.73,7.76,80.4,73.5,18,Lost Second Round
tennessee,SEC,0.667,15.49,10.28,80.8,75.6,30,Lost First Round
tennessee,SEC,0.788,18.94,8.12,79.7,67.8,11,Lost Regional Semifinal
tennessee,SEC,0.7,14.08,6.45,72.6,65,20,Lost Second Round
tennessee,SEC,0.69,11.15,5.91,75.9,70.6,30,Lost First Round
texas-am,SEC,0.757,18.45,8.45,76.4,66.4,15,Lost Regional Semifinal
texas-am,Big 12,0.727,12.62,5.94,68.3,60.9,24,Lost Second Round
texas-am,Big 12,0.706,15.24,9.8,71.4,64.5,23,Lost Second Round
texas-am,Big 12,0.706,10.52,6.13,71.8,67.1,30,Lost Second Round
texas-am,Big 12,0.694,16.2,7.46,70.8,61.6,30,Lost Second Round
texas-am,Big 12,0.794,21.27,5.13,75.6,59.4,9,Lost Regional Semifinal
texas-am,Big 12,0.71,13.19,4.77,68.7,60.3,30,Lost Second Round
texas-christian,WAC,0.818,22.13,2.54,97.2,77.9,15,Lost First Round
texas,Big 12,0.606,14.8,11.71,71.4,68.3,30,Lost First Round
texas,Big 12,0.588,16.16,9.07,67.4,60.3,30,Lost Second Round
texas,Big 12,0.686,12.67,9.15,74.2,70.7,30,Lost Regional Semifinal
texas,Big 12,0.588,14,8.12,72.6,66.8,30,Lost Second Round
texas,Big 12,0.778,20.82,7.96,75,62.2,8,Lost Regional Semifinal
texas,Big 12,0.706,18.56,7.38,81.2,70,30,Lost First Round
texas,Big 12,0.657,14.83,8.09,72.3,65.6,30,Lost Second Round
texas,Big 12,0.816,18.13,8.59,75.5,64.9,7,Lost Regional Final
texas,Big 12,0.714,15.6,6.12,81.7,72.2,11,Lost Second Round
texas,Big 12,0.811,21.89,6.99,75.2,60.3,9,Lost Regional Final
texas,Big 12,0.645,15.49,7.56,76.9,68.5,30,Lost First Round
texas,Big 12,0.758,18.52,8.4,76.6,66.5,12,Lost Regional Semifinal
texas,Big 12,0.788,18.91,9.27,79.3,69.7,5,Lost National Semifinal
texas,Big 12,0.647,14.31,9.98,78.1,73.2,30,Lost Regional Semifinal
texas,Big 12,0.735,14.25,8.89,70.5,65,18,Lost First Round
texas,Big 12,0.727,20.43,9.61,74.5,63.7,15,Lost Second Round
texas,Big 12,0.594,10.32,6.79,68.4,64.9,30,Lost First Round
texas,Big 12,0.6,12.33,9.46,76.3,73.5,30,Lost Regional Semifinal
texas,SWC,0.677,12.44,5.06,81.8,74.4,30,Lost Second Round
texas-southern,SWAC,0.629,-5.98,-6.09,68.3,68.2,30,Lost Second Round
texas-southern,SWAC,0.559,-8.41,-10.07,76,73.9,30,Lost First Round
texas-southern,SWAC,0.581,-9.57,-11.21,73.2,71.5,30,Lost First Round
texas-state,Southland,0.552,-7.55,-7.73,70.5,69.4,30,Lost First Round
texas-tech,Big 12,0.594,12.41,10.25,72,69.9,30,Lost First Round
texas-tech,Big 12,0.618,9.71,7.16,71.7,69.1,30,Lost First Round
texas-tech,Big 12,0.667,16.24,9.11,76.8,69.3,24,Lost Regional Semifinal
texas-tech,Big 12,0.676,14.71,8.21,73.2,66.7,30,Lost Second Round
texas-tech,Big 12,0.719,14.72,7.22,79.1,71.6,30,Lost First Round
texas-tech,SWC,0.938,14.86,2.11,82.2,69.4,8,Lost Regional Semifinal
texas-arlington,Southland,0.636,-2.87,-4.62,73.4,68.9,30,Lost First Round
texas-el-paso,CUSA,0.788,12.66,1.96,75.3,64.6,30,Lost First Round
texas-el-paso,WAC,0.771,9.61,0.91,74.7,65.1,30,Lost First Round
texas-el-paso,WAC,0.75,11.42,3.55,77.5,67.5,30,Lost First Round
texas-san-antonio,Southland,0.588,-5.8,-4.93,70.1,69.5,30,Lost Second Round
texas-san-antonio,Southland,0.576,-7.22,-6.11,72.7,71.7,30,Lost First Round
texas-san-antonio,Southland,0.621,-6.47,-7.03,77.5,75.4,30,Lost First Round
troy,A-Sun,0.813,2.86,-4.8,79.9,70.7,30,Lost First Round
tulsa,CUSA,0.618,6.23,1.17,72.7,67.6,30,Lost Second Round
tulsa,WAC,0.697,10.41,2.29,73.4,65.3,30,Lost Second Round
tulsa,WAC,0.794,12.66,2.3,80.2,69.5,30,Lost Second Round
tulsa,WAC,0.865,19.94,2.42,80.4,62.9,18,Lost Regional Final
tulsa,WAC,0.697,10.72,4.45,70.3,64,30,Lost Second Round
tulsa,WAC,0.706,14.99,5.52,72.4,63,30,Lost Second Round
tulsa,MVC,0.733,12.92,1.52,76.4,65,30,Lost First Round
california-irvine,Big West,0.618,3.63,0.45,67.5,62.1,30,Lost Second Round
california-santa-barbara,Big West,0.563,1.22,0.12,67.8,65.8,30,Lost Second Round
california-santa-barbara,Big West,0.667,-0.13,-1.09,67.6,65.7,30,Lost First Round
california-santa-barbara,Big West,0.645,5.55,-0.05,66.6,60.9,30,Lost First Round
ucla,Pac-12,0.611,12.07,8.27,71.9,68.1,30,Lost Regional Semifinal
ucla,Pac-12,0.757,18.4,7.62,81.2,70.4,20,Lost Regional Semifinal
ucla,Pac-12,0.714,12.88,7.82,74.4,69.3,24,Lost Second Round
ucla,Pac-10,0.676,11.7,7.93,70.1,66.3,30,Lost Regional Semifinal
ucla,Pac-10,0.743,18.64,7.19,75.5,64,18,Lost Second Round
ucla,Pac-10,0.897,21.71,7.71,73.5,59,3,Lost National Semifinal
ucla,Pac-10,0.833,20.9,9.84,69.5,57.8,7,Lost National Semifinal
ucla,Pac-10,0.821,17.34,8.27,67.7,58.7,7,Lost National Final
ucla,Pac-10,0.621,9.16,7.09,73.7,71.7,30,Lost First Round
ucla,Pac-10,0.636,13.14,10.77,75,72.7,30,Lost Regional Semifinal
ucla,Pac-10,0.719,17.13,12.06,79.5,74.4,15,Lost Regional Semifinal
ucla,Pac-10,0.636,15.29,10.11,75.5,70.3,30,Lost Regional Semifinal
ucla,Pac-10,0.71,15.26,8.84,77.2,70.7,15,Lost First Round
ucla,Pac-10,0.727,13.05,11.01,83.1,80.4,19,Lost Regional Semifinal
ucla,Pac-10,0.75,16.48,10.29,79.9,73.8,7,Lost Regional Final
ucla,Pac-10,0.742,14.15,7.34,77.4,70.6,14,Lost First Round
california,Pac-12,0.676,15.39,7.87,74.9,67.3,23,Lost First Round
california,Pac-12,0.636,10.65,7.77,67.2,64.3,30,Lost Regional Semifinal
california,Pac-12,0.706,13.79,4.53,71.1,61.9,30,Lost First Round
california,Pac-10,0.686,17.29,8.26,77.2,68.2,30,Lost Second Round
california,Pac-10,0.667,13.3,7.21,74.9,68.8,30,Lost First Round
california,Pac-10,0.645,12.31,8.84,68.6,64.5,30,Lost First Round
california,Pac-10,0.71,11.77,7.58,74.2,70,30,Lost Second Round
california,Pac-10,0.719,13.08,7.45,72.2,66.6,30,Lost Second Round
california,Pac-10,0.645,14.76,9.08,74.3,68.6,30,Lost First Round
california,Pac-10,0.719,17.25,10.03,75.1,67.8,30,Lost Regional Semifinal
california,Pac-10,0.607,11.9,6.44,75.6,70.1,30,Lost First Round
utah-state,WAC,0.882,13.23,0.5,72,58.7,19,Lost Second Round
utah-state,WAC,0.771,13.62,1.23,73.1,59.9,30,Lost First Round
utah-state,WAC,0.857,9.33,0.07,72.4,62,30,Lost First Round
utah-state,WAC,0.719,7.76,1.79,72.1,64.7,30,Lost First Round
utah-state,Big West,0.75,12.75,-1.47,72.3,57.8,30,Lost First Round
utah-state,Big West,0.727,4.16,-1.43,66.6,60,30,Lost First Round
utah-state,Big West,0.824,9.97,-1.5,70.7,57.6,30,Lost Second Round
utah-state,Big West,0.824,8.83,1.89,70.5,61.2,30,Lost First Round
utah-state,Big West,0.758,6.37,1.21,72,64.8,30,Lost First Round
utah,Pac-12,0.75,15.5,8.79,77.2,69.5,13,Lost Second Round
utah,Pac-12,0.743,20.98,7.42,71.3,57.1,19,Lost Regional Semifinal
utah,MWC,0.706,12.59,5.72,71.2,64.6,25,Lost First Round
utah,MWC,0.829,14.01,4.54,68,57.3,18,Lost Regional Semifinal
utah,MWC,0.727,11.37,4.53,64.7,57.4,30,Lost First Round
utah,MWC,0.758,11,5.25,66.4,60.3,30,Lost Second Round
utah,MWC,0.7,10.68,5.18,67.3,61.3,30,Lost First Round
utah,MWC,0.719,12.23,4.36,70.4,61.8,30,Lost Second Round
utah,WAC,0.848,17.97,3.3,71.3,55.4,6,Lost Second Round
utah,WAC,0.882,17.06,4.87,70,57.6,7,Lost National Final
utah,WAC,0.879,17.56,5.44,74.4,61.7,2,Lost Regional Final
utah,WAC,0.794,18.52,6.42,76.7,63.9,12,Lost Regional Semifinal
valparaiso,Horizon,0.824,6.29,-2,69.6,59.4,30,Lost Second Round
valparaiso,Horizon,0.765,7.15,-1.13,71.2,62.3,30,Lost Second Round
valparaiso,Mid-Cont,0.581,-0.09,0.01,71.5,71,30,Lost First Round
valparaiso,Mid-Cont,0.758,9.38,-1.24,77.7,66.1,30,Lost First Round
valparaiso,Mid-Cont,0.594,-2.89,-3.71,66.5,62.7,30,Lost First Round
valparaiso,Mid-Cont,0.719,4.4,-3.64,72.7,63.9,30,Lost First Round
valparaiso,Mid-Cont,0.697,1.75,-2.66,73.9,68.4,30,Lost Regional Semifinal
valparaiso,Mid-Cont,0.774,3.71,-4.98,76,66.1,30,Lost First Round
valparaiso,Mid-Cont,0.656,-5.13,-9.2,78.2,73.3,30,Lost First Round
vanderbilt,SEC,0.694,15.71,8.04,72.6,65,20,Lost Regional Semifinal
vanderbilt,SEC,0.676,15.1,6.86,75.9,67.7,25,Lost Second Round
vanderbilt,SEC,0.727,15.24,7.86,76.9,68.9,21,Lost First Round
vanderbilt,SEC,0.765,10.96,5.54,80,74.6,19,Lost First Round
vanderbilt,SEC,0.647,12.76,7.79,76.3,70.2,30,Lost Regional Semifinal
vanderbilt,SEC,0.697,15.7,7.58,73.2,65,30,Lost Regional Semifinal
vanderbilt,SEC,0.613,11.47,7.7,69.5,65.5,30,Lost First Round
vermont,AEC,0.667,0.98,-5.19,67.1,60.9,30,Lost Second Round
vermont,AEC,0.714,-1.26,-6.69,70.2,64.8,30,Lost First Round
vermont,AEC,0.781,7.8,-1.95,71.8,62.1,30,Lost Second Round
vermont,AEC,0.71,-2.75,-6.36,66,62.4,30,Lost First Round
vermont,AEC,0.636,-1.32,-4.85,68.9,64,30,Lost First Round
villanova,Big East,0.875,24.08,9.71,78,63.6,6,Won National Final
villanova,Big East,0.917,23.13,7.55,76.5,60.9,2,Lost Regional Semifinal
villanova,Big East,0.853,18.97,7.5,78,66.5,6,Lost Regional Semifinal
villanova,Big East,0.588,10.74,8.53,67.9,65.1,30,Lost Second Round
villanova,Big East,0.636,15.05,8.23,72.2,65.4,30,Lost Second Round
villanova,Big East,0.758,16.72,7.75,81.8,72.8,9,Lost Second Round
villanova,Big East,0.789,17.45,8.72,76.8,67.4,11,Lost National Semifinal
villanova,Big East,0.629,11,7.69,72.8,69.5,30,Lost Regional Semifinal
villanova,Big East,0.667,16.13,9.16,72.5,64.6,30,Lost First Round
villanova,Big East,0.848,19.51,9.23,74.2,63.8,3,Lost Regional Final
villanova,Big East,0.75,19.06,8.43,73,62.4,19,Lost Regional Semifinal
villanova,Big East,0.656,12.02,7.89,75,70.7,30,Lost First Round
villanova,Big East,0.706,16.64,9.45,75.1,67.9,20,Lost Second Round
villanova,Big East,0.788,20.34,11.46,75.5,66.6,10,Lost Second Round
virginia,ACC,0.784,22.04,11.12,71,60.1,4,Lost Regional Final
virginia,ACC,0.882,21.73,7.81,65.4,51.5,6,Lost Regional Semifinal
virginia,ACC,0.811,18.38,7.86,66.2,55.7,3,Lost Regional Semifinal
virginia,ACC,0.688,12.51,4.23,62.5,54.2,30,Lost Second Round
virginia,ACC,0.656,12.89,7.96,77,70.8,30,Lost Second Round
virginia,ACC,0.69,18.93,8.72,85,74.8,16,Lost First Round
virginia,ACC,0.581,14.09,11.38,67.7,65,30,Lost First Round
virginia-commonwealth,A-10,0.694,13.83,4.35,77.3,67.8,30,Lost Second Round
virginia-commonwealth,A-10,0.722,12.79,6.1,72.5,65.8,25,Lost Second Round
virginia-commonwealth,A-10,0.743,14.55,4.78,75,65.2,24,Lost Second Round
virginia-commonwealth,A-10,0.75,16.89,4.47,76.9,64.5,30,Lost Regional Semifinal
virginia-commonwealth,CAA,0.806,8.79,0.63,68,59.8,30,Lost Regional Semifinal
virginia-commonwealth,CAA,0.7,8.56,3.78,71.6,66.8,30,Lost National Semifinal
virginia-commonwealth,CAA,0.706,7.7,-0.65,71.8,63.4,30,Lost First Round
virginia-commonwealth,CAA,0.8,9.5,0.2,75,65.7,30,Lost Second Round
virginia-commonwealth,CAA,0.742,6.8,-0.17,71,64.1,30,Lost First Round
virginia-commonwealth,CAA,0.727,7.42,-0.09,73.9,66.4,30,Lost First Round
virginia-tech,ACC,0.647,14.35,8.26,71.4,64.1,30,Lost Second Round
virginia-tech,A-10,0.793,11.52,4.25,70.2,62.9,22,Lost Second Round
wagner,NEC,0.656,-3.33,-6.48,75.1,71.9,30,Lost First Round
wake-forest,ACC,0.645,11.45,8.85,72.8,69.5,30,Lost Second Round
wake-forest,ACC,0.774,15.63,7.36,81,70.7,12,Lost First Round
wake-forest,ACC,0.818,20.24,10.27,84.9,74,5,Lost Second Round
wake-forest,ACC,0.677,18.45,11.03,83.5,76.1,17,Lost Regional Semifinal
wake-forest,ACC,0.806,16.96,6.96,77.8,67.8,8,Lost Second Round
wake-forest,ACC,0.618,15.25,10.28,82,77.1,30,Lost Second Round
wake-forest,ACC,0.633,20.53,10.5,76.5,66.5,23,Lost First Round
wake-forest,ACC,0.774,21.21,10.53,69,58.3,9,Lost Second Round
wake-forest,ACC,0.813,18.26,10.73,68.9,61.3,9,Lost Regional Final
washington,Pac-10,0.686,20.12,7.74,83.1,70.7,23,Lost Regional Semifinal
washington,Pac-10,0.722,15.64,7.49,79.2,70,30,Lost Regional Semifinal
washington,Pac-10,0.743,16.78,8.19,78.6,69.5,15,Lost Second Round
washington,Pac-10,0.788,18.08,5.96,82,69.9,17,Lost Regional Semifinal
washington,Pac-10,0.829,19.77,7.66,86.5,74.2,8,Lost Regional Semifinal
washington,Pac-10,0.613,9.46,6.43,82,79,30,Lost First Round
washington,Pac-10,0.586,11.62,10.02,74.2,71.5,30,Lost First Round
washington,Pac-10,0.667,10.32,8.32,78.6,76.6,30,Lost Regional Semifinal
washington-state,Pac-10,0.743,16.35,6.35,66.4,56.4,21,Lost Regional Semifinal
washington-state,Pac-10,0.765,13.33,6,66.9,59.5,13,Lost Second Round
weber-state,Big Sky,0.743,0.18,-5.13,76.1,67,30,Lost First Round
weber-state,Big Sky,0.613,-0.92,-4.23,72.7,66.5,30,Lost Second Round
weber-state,Big Sky,0.625,-4.03,-3.33,70.8,69.2,30,Lost First Round
weber-state,Big Sky,0.813,4.56,-2.01,74.5,67.6,30,Lost First Round
weber-state,Big Sky,0.758,5.31,0.21,79.1,73,30,Lost Second Round
west-virginia,Big 12,0.743,21.61,9.78,78.5,66.7,8,Lost First Round
west-virginia,Big 12,0.714,15.12,9.29,72.6,66.8,20,Lost Regional Semifinal
west-virginia,Big East,0.576,12.13,7.53,71.1,66.5,30,Lost Second Round
west-virginia,Big East,0.636,16.15,11.03,69.8,64.7,22,Lost Regional Semifinal
west-virginia,Big East,0.816,19.16,10.26,72.4,63.5,6,Lost National Semifinal
west-virginia,Big East,0.657,18.57,8.34,72,61.8,30,Lost First Round
west-virginia,Big East,0.703,17.97,7.16,74.8,63.6,30,Lost Regional Semifinal
west-virginia,Big East,0.667,14.51,8.54,70.7,63.4,22,Lost Regional Semifinal
west-virginia,Big East,0.686,11.76,7.62,71.5,67.3,30,Lost Regional Final
west-virginia,Big East,0.727,16.24,6.95,80.2,69.2,30,Lost Regional Semifinal
western-carolina,Southern,0.567,-4.85,-4.3,81,79.9,30,Lost First Round
western-kentucky,Sun Belt,0.556,-0.65,-1.14,66.9,65.7,30,Lost Second Round
western-kentucky,Sun Belt,0.457,-2.66,0.51,64.9,68.1,30,Lost Second Round
western-kentucky,Sun Belt,0.735,3.68,-1.23,72.2,67,30,Lost Second Round
western-kentucky,Sun Belt,0.806,9.34,0.24,77.4,66.8,30,Lost Regional Semifinal
western-kentucky,Sun Belt,0.727,7.71,1.4,73.6,66.5,30,Lost First Round
western-kentucky,Sun Belt,0.875,10.46,-0.28,77.8,64.7,19,Lost First Round
western-kentucky,Sun Belt,0.774,8.67,-1.65,74.3,60.9,30,Lost First Round
western-michigan,MAC,0.697,1.73,-1.45,71.9,67.7,30,Lost Second Round
western-michigan,MAC,0.839,12.31,-0.11,78.5,66.1,30,Lost First Round
western-michigan,MAC,0.724,10.29,1.91,78.8,70.4,30,Lost Second Round
wichita-state,MVC,0.743,17.39,4.24,72.4,59,30,Lost Second Round
wichita-state,MVC,0.857,15.56,3.68,70.3,57.4,14,Lost Regional Semifinal
wichita-state,MVC,0.972,16.65,1.74,75.2,59.5,2,Lost Regional Semifinal
wichita-state,MVC,0.769,14.68,6.09,69.7,61.2,30,Lost National Semifinal
wichita-state,MVC,0.818,17.42,3.8,77.1,62.4,18,Lost Second Round
wichita-state,MVC,0.743,11.45,4.72,69.2,61.9,30,Lost Regional Semifinal
winthrop,Big South,0.576,-8.68,-7.31,61.9,61.4,30,Lost First Round
winthrop,Big South,0.647,3.61,-1.45,64.9,58.5,30,Lost First Round
winthrop,Big South,0.853,9.17,-1.2,74.9,61.4,22,Lost Second Round
winthrop,Big South,0.742,6.28,-4.93,73.4,61.2,30,Lost First Round
winthrop,Big South,0.818,0.48,-6.65,68,59.4,30,Lost First Round
winthrop,Big South,0.613,-6.54,-8.21,67.5,65.1,30,Lost First Round
winthrop,Big South,0.581,-3.73,-7.8,65.7,61.8,30,Lost First Round
winthrop,Big South,0.7,-1.04,-7.41,73.1,64.7,30,Lost First Round
winthrop,Big South,0.724,-6.67,-8.72,68.8,64.6,30,Lost First Round
wisconsin,Big Ten,0.629,13.4,9.4,67.8,63.8,30,Lost Regional Semifinal
wisconsin,Big Ten,0.9,24.61,10.29,72.5,58.2,3,Lost National Final
wisconsin,Big Ten,0.789,19.69,10.19,73.5,64,12,Lost National Semifinal
wisconsin,Big Ten,0.657,18.76,9.73,65,55.9,18,Lost Second Round
wisconsin,Big Ten,0.722,19.04,8.24,64,53.2,14,Lost Regional Semifinal
wisconsin,Big Ten,0.735,18.77,9.42,67.9,58.6,16,Lost Regional Semifinal
wisconsin,Big Ten,0.727,17.84,7.66,67.1,56.9,16,Lost Second Round
wisconsin,Big Ten,0.606,12.43,8.43,63.8,59,30,Lost Second Round
wisconsin,Big Ten,0.861,19.59,6.73,67.3,54.4,6,Lost Regional Semifinal
wisconsin,Big Ten,0.833,19.28,6.95,70.2,57.9,6,Lost Second Round
wisconsin,Big Ten,0.613,13.14,7.24,71.1,65.6,30,Lost First Round
wisconsin,Big Ten,0.735,16.76,9.61,67.4,60.2,20,Lost Regional Final
wisconsin,Big Ten,0.781,18.96,7.49,68.4,57,10,Lost Second Round
wisconsin,Big Ten,0.75,17.48,6.51,70.3,59.3,21,Lost Regional Semifinal
wisconsin,Big Ten,0.594,10.09,9.22,67,65.7,30,Lost Second Round
wisconsin,Big Ten,0.621,14.9,12.08,59.4,56.6,25,Lost First Round
wisconsin,Big Ten,0.611,16.67,12.5,59.9,55.8,30,Lost National Semifinal
wisconsin,Big Ten,0.688,17.28,10.37,62.1,55.2,18,Lost First Round
wisconsin,Big Ten,0.643,13.2,9.41,59.1,55.3,30,Lost First Round
wofford,Southern,0.8,2.56,-2.98,66.6,59.7,30,Lost Second Round
wofford,Southern,0.606,-4.32,-5.95,66.8,62.2,30,Lost Second Round
wofford,Southern,0.618,4.35,-1.21,73.6,68,30,Lost Second Round
wofford,Southern,0.743,4.43,-2.57,68.8,61,30,Lost First Round
wright-state,Horizon,0.697,1.94,-0.31,64.4,62.2,30,Lost First Round
wyoming,MWC,0.714,3.81,-0.04,61.5,56.4,30,Lost Second Round
wyoming,MWC,0.71,8.62,2.72,75,68.7,30,Lost Second Round
xavier,Big East,0.824,18.58,8.43,80.5,70.4,9,Lost Second Round
xavier,Big East,0.622,15.42,9.48,73.3,67.4,30,Lost Regional Semifinal
xavier,Big East,0.618,11.84,8.14,71.8,68.1,30,Lost First Round
xavier,A-10,0.639,9.59,6.22,70.6,67.3,30,Lost Regional Semifinal
xavier,A-10,0.75,11.88,4.41,72.1,64.6,20,Lost Second Round
xavier,A-10,0.743,16.23,5.94,79.8,69.5,25,Lost Regional Semifinal
xavier,A-10,0.771,14.45,4.65,71.7,61.9,20,Lost Regional Semifinal
xavier,A-10,0.811,17.17,5.47,75.1,63.4,12,Lost Regional Final
xavier,A-10,0.735,14.18,3.39,76.3,65.5,30,Lost Second Round
xavier,A-10,0.656,10.11,1.99,71.6,63.4,30,Lost First Round
xavier,A-10,0.703,13.84,5.84,71.2,63.2,30,Lost Regional Final
xavier,A-10,0.813,16.08,4.61,77.6,66.1,12,Lost Second Round
xavier,A-10,0.813,13.9,4.09,72.4,62.6,22,Lost Second Round
xavier,A-10,0.724,12.14,4.59,73.4,65.9,30,Lost First Round
xavier,A-10,0.733,19.46,4.76,83.5,68.8,23,Lost First Round
xavier,A-10,0.793,16.14,5.28,83.2,72.3,13,Lost Second Round
yale,Ivy,0.767,9.08,-1.03,74.9,63.8,30,Lost Second Round
